county,city,state,zipCode,georeference,streetName,streetNumber
Bronx,BRONX,NY,10451,POINT (-73.91935 40.81699),COURTLANDT AVE,567
Cayuga,KING FERRY,NY,13081,POINT (-76.63559 42.65031),LAKE RD,658
New York,NEW YORK,NY,10040,POINT (-73.92642 40.86417),DYCKMAN ST,172
Nassau,BALDWIN,NY,11510,POINT (-73.60954 40.66879),GRAND AVENUE,1738
Nassau,FARMINGDALE,NY,11735,POINT (-73.45923 40.73131),MERRITTS RD,85
Kings,BROOKLYN,NY,11211,POINT (-73.94787 40.71418),METROPOLITAN AVE,635
Bronx,BRONX,NY,10473,POINT (-73.85623 40.81157),SOUNDVIEW AVE,301
Suffolk,BRIGHTWATERS,NY,11718,POINT (-73.26897 40.71976),ORINOCO DR,242
Clinton,CHAMPLAIN,NY,12919,POINT (-73.45212 44.97872),RIDGE RD&RT 11,2018
Nassau,SYOSSET,NY,11791,POINT (-73.50226 40.82456),JACKSON AVENUE,57
Queens,RIDGEWOOD,NY,11385,POINT (-73.89395 40.69875),61ST STREET,72-69
Kings,BROOKLYN,NY,11211,POINT (-73.95933 40.70516),LEE AVE,82
Kings,BROOKLYN,NY,11212,POINT (-73.90956 40.66406),DUMONT AVE,269
Schenectady,SCHENECTADY,NY,12309,POINT (-73.90073 42.80321),UNION ST,1737
Saratoga,CLIFTON PARK,NY,12065,POINT (-73.78219 42.86479),PARK AVE,15
Queens,ROCKAWAY PARK,NY,11694,POINT (-73.83455 40.58056),ROCKAWAY BEACH BLVD,112-30
Kings,BROOKLYN,NY,11204,POINT (-73.98102 40.61422),BAY PARKWAY,6409
Richmond,STATEN ISLAND,NY,10302,POINT (-74.12877 40.63763),RICHMOND TERRACE,1920
Orange,SLATE HILL,NY,10973,POINT (-74.48273 41.3967),COUNTY ROUTE 49,132
Kings,BROOKLYN,NY,11208,POINT (-73.8726 40.68352),FULTON STREET,3334
Bronx,BRONX,NY,10456,POINT (-73.91735 40.82758),MORRIS AVE,940
Kings,BROOKLYN,NY,11205,POINT (-73.95952 40.69087),TAAFFE PL,241
Kings,BROOKLYN,NY,11211,POINT (-73.95328 40.70566),HARRISON AVE,46
Westchester,NEW ROCHELLE,NY,10804,POINT (-73.77264 40.95891),WEAVER ST,815
Suffolk,BABYLON,NY,11702,POINT (-73.32298 40.69792),DEER PARK AVE,85
Bronx,BRONX,NY,10461,POINT (-73.83001 40.83496),E TREMONT AVE,3333
Delaware,MASONVILLE,NY,13804,POINT (-75.37454 42.2421),NYS RT 206,2232
Queens,ASTORIA,NY,11106,POINT (-73.9312 40.75726),36TH AVENUE,2901
Bronx,BRONX,NY,10472,POINT (-73.86316 40.83041),LELAND AVE,1201
Oneida,SANGERFIELD,NY,13455,POINT (-75.37919 42.91471),STATE RT 12,1053
Queens,RIDGEWOOD,NY,11385,POINT (-73.89741 40.70746),FRESH POND RD,66-47
Onondaga,CICERO,NY,13039,POINT (-76.11393 43.14626),SOUTH BAY RD,5723
Sullivan,WHITE SULPHER SPRI,NY,12787,POINT (-74.83052 41.79966),STATE RT 52,3357
Nassau,FLORAL PARK,NY,11001,POINT (-73.70616 40.72815),JERICHO TPKE,139
Kings,BROOKLYN,NY,11233,POINT (-73.92598 40.68243),PATCHEN AVE,259
Erie,BUFFALO,NY,14211,POINT (-78.82296 42.90365),WALDEN AVE,352
Bronx,BRONX,NY,10457,POINT (-73.89365 40.84644),EAST TREMONT AVENUE,595
Queens,CORONA,NY,11368,POINT (-73.86332 40.75111),103RD STREET,3784
Dutchess,STANFORDVILLE,NY,12581,POINT (-73.71665 41.8619),RT 82,5886
Kings,BROOKLYN,NY,11233,POINT (-73.92441 40.67902),FULTON STREET,1874
Kings,BROOKLYN,NY,11224,POINT (-73.97159 40.57985),NEPTUNE AVE,495
Bronx,BRONX,NY,10462,POINT (-73.8612 40.83516),METROPOLITAN AVE,1371
Westchester,CROTON ON HUDSON,NY,10520,POINT (-73.8819 41.19519),S RIVERSIDE AVE,370
Kings,BROOKLYN,NY,11221,POINT (-73.9277 40.69271),BROADWAY,1173
Queens,LAURELTON,NY,11413,POINT (-73.74999 40.67888),MERRICK BLVD,219-14
Suffolk,BAY SHORE,NY,11706,POINT (-73.24074 40.73714),SUNRISE HWY,1750
Suffolk,HOLBROOK,NY,11741,POINT (-73.07092 40.7681),SUNRISE HWY,57-01
Albany,ALBANY,NY,12205,POINT (-73.8136 42.71418),WOLF RD,69
Queens,FLUSHING,NY,11367,POINT (-73.81461 40.72817),KISSENA BLVD,72-15
Greene,ATHENS,NY,12015,POINT (-73.80673 42.2632),N WASHINGTON ST,52
Orange,MIDDLETOWN,NY,10940,POINT (-74.54877 41.38665),EATONTOWN RD,140
Suffolk,SAYVILLE,NY,11782,POINT (-73.07016 40.66576),PICKETTY RUFF WALK,57
Bronx,BRONX,NY,10467,POINT (-73.86397 40.8766),E GUN HILL ROAD,751
Queens,FAR ROCKAWAY,NY,11691,POINT (-73.75479 40.60617),BEACH CHANNEL DRIVE,1329
Bronx,BRONX,NY,10455,POINT (-73.90281 40.81251),SOUTHERN BLVD,564
Bronx,BRONX,NY,10459,POINT (-73.90042 40.82255),PROSPECT AVENUE,954
Nassau,NEW HYDE PARK,NY,11040,POINT (-73.69424 40.74293),HILLSIDE AVE,787
Monroe,ROCHESTER,NY,14616,POINT (-77.64684 43.2398),DEWEY AVE,3800
Ulster,HIGHLAND,NY,12528,POINT (-73.96346 41.71069),HAVILAND RD,3
Westchester,YONKERS,NY,10701,POINT (-73.87116 40.94809),LOCKWOOD AVE,93
New York,NEW YORK,NY,10016,POINT (-73.97314 40.74774),E 39TH ST,300
Westchester,PELHAM,NY,10803,POINT (-73.80439 40.89661),BOSTON POST RD,4775
Bronx,BRONX,NY,10467,POINT (-73.87981 40.8698),MOSHOLU PARKWAY,395
Ontario,VICTOR,NY,14564,POINT (-77.43646 43.01666),COMMERCE DR  700,400
Onondaga,LIVERPOOL,NY,13090,POINT (-76.20625 43.13514),MORGAN RD,7546
Bronx,BRONX,NY,10452,POINT (-73.91271 40.8449),E 174TH ST,60
Kings,BROOKLYN,NY,11220,POINT (-74.013 40.63908),6TH AVE,5810
Nassau,SYOSSET,NY,11791,POINT (-73.5023 40.82766),BERRY HILL RD,50
Bronx,BRONX,NY,10468,POINT (-73.89133 40.87009),GRAND CONCOURSE,2837-2839
Kings,BROOKLYN,NY,11213,POINT (-73.94229 40.66834),KINGSTON AVE,317
Onondaga,LIVERPOOL,NY,13088,POINT (-76.17042 43.09161),7TH NORTH ST,414
Queens,JAMAICA,NY,11433,POINT (-73.78093 40.703),177TH STREET,105-20
Bronx,BRONX,NY,10452,POINT (-73.92276 40.83584),JEROME AVENUE,1187
Bronx,BRONX,NY,10460,POINT (-73.88779 40.8314),A JENNINGS ST,980
Rensselaer,TROY,NY,12180,POINT (-73.68845 42.69771),VANDENBURG AVE,79
Richmond,STATEN ISLAND,NY,10314,POINT (-74.14722 40.61012),VICTORY BLVD,2525
Tompkins,ITHACA,NY,14850,POINT (-76.46526 42.43784),PINE TREE RD,315
Suffolk,RONKONKOMA,NY,11779,POINT (-73.0886 40.83123),PORTION RD,597
Broome,VESTAL,NY,13850,POINT (-76.01237 42.09444),VESTAL PKWY E,2405
New York,NEW YORK,NY,10031,POINT (-73.95189 40.81936),AMSTERDAM AVE,1532
Broome,BINGHAMTON,NY,13903,POINT (-75.90181 42.09369),CONKLIN AVE,157
Nassau,PORT WASHINGTON,NY,11050,POINT (-73.70536 40.84066),SHORE RD,101
Kings,BROOKLYN,NY,11238,POINT (-73.9571 40.68834),FRANKLIN AVENUE,316
Kings,BROOKLYN,NY,11230,POINT (-73.95406 40.61337),OCEAN AVE,1986
Orange,NEW WINDSOR,NY,12553,POINT (-74.03841 41.46473),BLOOMING GROVE TURNPIKE,436
Westchester,YONKERS,NY,10701,POINT (-73.90402 40.93464),PIER POINTE ST,1
Bronx,BRONX,NY,10473,POINT (-73.85964 40.8241),STORY AVE,1901
Queens,JAMAICA,NY,11432,POINT (-73.78977 40.70721),JAMAICA AVE,169-30
Livingston,LIMA,NY,14485,POINT (-77.61163 42.92089),ROCHESTER ST,1464
Kings,BROOKLYN,NY,11219,POINT (-74.00501 40.62952),11TH AVE,6301
Suffolk,CUTCHOGUE,NY,11935,POINT (-72.50405 41.03507),COX LANE,8595
Bronx,BRONX,NY,10466,POINT (-73.83129 40.8881),DYRE AVENUE,3805
Kings,BROOKLYN,NY,11209,POINT (-74.02842 40.62994),3RD AVE,7702
Queens,COLLEGE POINT,NY,11356,POINT (-73.84567 40.7817),20TH AVE,122-17
Kings,BROOKLYN,NY,11225,POINT (-73.95643 40.65628),BEDFORD AVE,1990
New York,NEW YORK,NY,10002,POINT (-73.9926 40.71777),GRAND ST  G/F,281
New York,NEW YORK,NY,10281,POINT (-74.015 40.71812),RIVER TERRACE,41
Bronx,BRONX,NY,10456,POINT (-73.91814 40.83279),MCLELLAN ST,180
Tompkins,ITHACA,NY,14850,POINT (-76.48276 42.47946),TRIPHAMMER RD,2255
New York,NEW YORK,NY,10024,POINT (-73.97296 40.78547),COLUMBUS AVE 84TH ST,500
Nassau,GREAT NECK,NY,11021,POINT (-73.72645 40.78751),N STATION PLAZA,27
Kings,BROOKLYN,NY,11233,POINT (-73.90836 40.6806),MACDOUGAL ST,294-304
Orange,MIDDLETOWN,NY,10940,POINT (-74.40652 41.45288),WICKHAM AVE SUITE 107,203-213
New York,NEW YORK,NY,10009,POINT (-73.98308 40.7225),AVENUE B,32
Kings,BROOKLYN,NY,11220,POINT (-74.0007 40.644),8TH AVE,4423
Queens,CORONA,NY,11368,POINT (-73.85833 40.75794),NORTHERN BLVD  1FL,111-02
Nassau,FLORAL PARK,NY,11001,POINT (-73.71316 40.72689),JERICHO TURNPIKE 80,250-80
Kings,BROOKLYN,NY,11220,POINT (-74.01756 40.64159),4TH AVE.,5817
Ulster,KINGSTON,NY,12401,POINT (-73.98893 41.96842),ULSTER AVE,1261
Monroe,ROCHESTER,NY,14611,POINT (-77.64433 43.15934),JAY ST,872
New York,MANHATTAN,NY,10011,POINT (-74.00239 40.73993),8TH AVE,81
Nassau,WEST HEMPSTEAD,NY,11552,POINT (-73.64148 40.70491),HEMPSTEAD TPKE,101
Albany,GLENMONT,NY,12077,POINT (-73.80198 42.57725),RT 9W,806
New York,NEW YORK,NY,10025,POINT (-73.96722 40.79333),COLUMBUS AVE,741
Westchester,MOUNT KISCO,NY,10549,POINT (-73.73109 41.20217),LEXINGTON AVE,173
Kings,BROOKLYN,NY,11208,POINT (-73.86704 40.66554),STANLEY AVENUE,1154
Putnam,BREWSTER,NY,10509,POINT (-73.59414 41.39226),DANBURY RD,3411
St. Lawrence,GOUVERNEUR,NY,13642,POINT (-75.45398 44.34038),E MAIN ST,389
Queens,JAMAICA,NY,11432,POINT (-73.79466 40.70983),168TH ST.,87-74
Saratoga,CLIFTON PARK,NY,12065,POINT (-73.82185 42.87019),ROUTE 146,1208
Bronx,BRONX,NY,10456,POINT (-73.89725 40.83311),BOSTON RD,1387
Kings,BROOKLYN,NY,11214,POINT (-74.00724 40.60453),BATH AVE,1738
Westchester,MOUNT VERNON,NY,10550,POINT (-73.84252 40.91575),W LINCOLN AVE,131
Kings,BROOKLYN,NY,11220,POINT (-74.00983 40.64558),5TH AVE,4901
Kings,BROOKLYN,NY,11232,POINT (-74.0027 40.65692),32ND ST,141
Greene,CAIRO,NY,12413,POINT (-73.98128 42.291),BIRCH HILL DR,10
New York,NEW YORK,NY,10029,POINT (-73.94139 40.79206),2ND AVE,2100
Bronx,BRONX,NY,10458,POINT (-73.88882 40.85295),E 183RD ST,611
Westchester,BRONXVILLE,NY,10708,POINT (-73.83456 40.93993),KRAFT AVE,82
Ulster,MOUNT TREMPER,NY,12457,POINT (-74.2884 42.04977),RTE 28,5340
Suffolk,WEST BABYLON,NY,11704,POINT (-73.35431 40.71827),LITTLE EAST NECK RD,901
Queens,JACKSON HEIGHTS,NY,11372,POINT (-73.87214 40.75325),35TH AVE,95-12
Richmond,STATEN ISLAND,NY,10301,POINT (-74.08021 40.63754),VICTORY BLVD,111
Schenectady,SCHENECTADY,NY,12302,POINT (-73.93094 42.87015),SARATOGA RD,262
New York,NEW YORK,NY,10011,POINT (-73.99732 40.7418),7TH AVE,154
Suffolk,MASTIC BEACH,NY,11951,POINT (-72.85696 40.76247),NEIGHBORHOOD RD,376
Kings,BROOKLYN,NY,11237,POINT (-73.92524 40.70889),JOHNSON AVE,576
Monroe,ROCHESTER,NY,14624,POINT (-77.74474 43.10782),CHILI AVE SUITE T3,3170
Orange,NEWBURGH,NY,12550,POINT (-74.06322 41.50222),AUTO PARK PL,401
Warren,WEVERTOWN,NY,12886,POINT (-73.94212 43.63446),NY 28,2378
Queens,JACKSON HEIGHTS,NY,11372,POINT (-73.87317 40.75683),NORTHERN BLVD.,94-28
Herkimer,FRANKFORT,NY,13340,POINT (-75.06049 43.02966),ACME RD,4225
Essex,LAKE PLACID,NY,12946,POINT (-73.97966 44.27146),NEWMAN RD,188
Westchester,CROTON ON HUDSON,NY,10520,POINT (-73.88079 41.21138),GRAND ST,191
Suffolk,E HAMPTON,NY,11937,POINT (-72.20895 40.95424),MONTAUK HWY BLDG 6 7 8,74
Queens,JAMAICA,NY,11435,POINT (-73.81823 40.70913),84TH DR,138-48
Westchester,ELMSFORD,NY,10523,POINT (-73.81569 41.06504),SAWMILL RIVER RD.,333
Ontario,GENEVA,NY,14456,POINT (-77.02164 42.85777),RT 5&20W,957
Westchester,SCARSDALE,NY,10583,POINT (-73.82256 40.99012),CENTRAL PARK AVE,983
Suffolk,NORTHPORT,NY,11768,POINT (-73.35122 40.90021),MAIN ST,50
Saratoga,ROUND LAKE,NY,12151,POINT (-73.78565 42.90858),WOOD RD UNIT 500,19-23
Suffolk,BAY SHORE,NY,11706,POINT (-73.24001 40.73103),REDINGTON ST,60
Oswego,FULTON,NY,13069,POINT (-76.28242 43.36516),NYS RT 3,4086
Kings,BROOKLYN,NY,11220,POINT (-74.0007 40.64401),8TH AVENUE,4424
Bronx,BRONX,NY,10457,POINT (-73.88544 40.8497),EAST 182ND STREET,738
Cortland,TRUXTON,NY,13158,POINT (-76.0041 42.71228),NYS RT 13,4107
St. Lawrence,OGDENSBURG,NY,13669,POINT (-75.47409 44.68969),STATE HWY 68,7669
New York,NEW YORK,NY,10026,POINT (-73.95716 40.80196),FREDERICK DOUGLAS BLVD,2070
Bronx,BRONX,NY,10458,POINT (-73.88872 40.86491),DECATUR AVE,2701
New York,NEW YORK,NY,10019,POINT (-73.98335 40.7625),BROADWAY,1657
Bronx,BRONX,NY,10459,POINT (-73.89735 40.81699),LONGWOOD AVE  6,998
Kings,BROOKLYN,NY,11219,POINT (-73.9843 40.63564),15TH AVE,4301
Bronx,BRONX,NY,10455,POINT (-73.91713 40.81636),THIRD AVE,2861
New York,NEW YORK,NY,10003,POINT (-73.99046 40.72975),ASTOR PLACE,51
Queens,CORONA,NY,11368,POINT (-73.85657 40.74045),103RD STREET,55-20
Suffolk,YAPHANK,NY,11980,POINT (-72.94359 40.81501),OLD DOCK ROAD B,52
Westchester,YONKERS,NY,10705,POINT (-73.90193 40.91587),RIVERDALE AVE,466
Queens,ST ALBANS,NY,11412,POINT (-73.76256 40.69856),FARMERS BLVD,113-27
Kings,BROOKLYN,NY,11204,POINT (-73.99326 40.61608),18TH AVE,7005
Orange,MIDDLETOWN,NY,10940,POINT (-74.54844 41.43787),FINCHVILLE TPKE,21
Kings,BROOKLYN,NY,11205,POINT (-73.95712 40.69283),WILLOUGHBY AVE,347
Kings,BROOKLYN,NY,11206,POINT (-73.95649 40.69978),WALLABOUT ST,164
Erie,BUFFALO,NY,14227,POINT (-78.75526 42.88545),UNION RD,2700
Queens,FOREST HILLS,NY,11375,POINT (-73.84832 40.72361),QUEENS BLVD,104-25
Bronx,BRONX,NY,10475,POINT (-73.82493 40.88049),COOP CITY BLVD,691
Queens,RICHMOND HILL,NY,11418,POINT (-73.82391 40.68633),LIBERTY AVE,119-04
Kings,BROOKLYN,NY,11219,POINT (-73.99537 40.63196),NEW UTRECHT AVE,5418
Steuben,CANISTEO,NY,14823,POINT (-77.60782 42.27457),W MAIN ST,54B
Oswego,REDFIELD,NY,13437,POINT (-75.82129 43.53308),CCTY RT 17,4884
Erie,WEST SENECA,NY,14224,POINT (-78.76576 42.83963),CENTER RD.,455
Oneida,ROME,NY,13440,POINT (-75.46227 43.21994),W THOMAS ST,504
Ulster,CLINTONDALE,NY,12515,POINT (-74.07306 41.67589),RT 44-55,1584
Clinton,KEESEVILLE,NY,12944,POINT (-73.47317 44.51212),RT 9,1874
Saratoga,WATERFORD,NY,12188,POINT (-73.67755 42.79134),3RD ST,66
Queens,MIDDLE VILLAGE,NY,11379,POINT (-73.87714 40.72597),ELIOT AVE,82-15
New York,NEW YORK,NY,10013,POINT (-73.99883 40.7167),MULBURRY ST,88
Queens,ASTORIA,NY,11103,POINT (-73.91307 40.7692),ASTORIA BLVD,36-20
Ontario,VICTOR,NY,14564,POINT (-77.44974 43.02947),EASTVIEW MALL DR,281
Clinton,CHAMPLAIN,NY,12919,POINT (-73.45497 44.98053),SPIEGEL DR,3
Oneida,UTICA,NY,13502,POINT (-75.24902 43.09637),SUNSET AVE,1414
Monroe,ROCHESTER,NY,14621,POINT (-77.60836 43.18642),JOSEPH AVE,1144
Schenectady,SCHENECTADY,NY,12303,POINT (-73.94861 42.80111),CRANE ST,729
Kings,BROOKLYN,NY,11231,POINT (-73.99511 40.67985),SMITH ST,353
Orange,MIDDLETOWN,NY,10940,POINT (-74.4438 41.44576),CO RT 78,415
Richmond,STATEN ISLAND,NY,10312,POINT (-74.16501 40.54404),RICHMOND AVE  1C,3845
Livingston,CALEDONIA,NY,14423,POINT (-77.84458 42.96576),CALEDONIA-AVON RD,3337
Niagara,NIAGARA FALLS,NY,14301,POINT (-79.03398 43.09539),PINE AVE,2304
Schoharie,JEFFERSON,NY,12093,POINT (-74.56399 42.48949),NORTH RD,460
Ulster,WEST HURLEY,NY,12491,POINT (-74.08895 41.99256),BASIN RD,43
Onondaga,LIVERPOOL,NY,13088,POINT (-76.18677 43.14182),BUCKLEY RD,4739
Queens,LONG ISLAND CITY,NY,11106,POINT (-73.93813 40.75856),21ST ST,31-13
Ulster,MILTON,NY,12547,POINT (-73.95575 41.66523),NORTH RD,199
Kings,BROOKLYN,NY,11205,POINT (-73.95507 40.68916),BEDFORD AVENUE,1017
Nassau,BALDWIN,NY,11510,POINT (-73.61034 40.65087),MERRICK RD,856-866
Cortland,CORTLAND,NY,13045,POINT (-76.20186 42.59886),STATE RT 222,1111
Erie,BUFFALO,NY,14215,POINT (-78.81367 42.94213),BAILEY AVE,3209
Oneida,UTICA,NY,13501,POINT (-75.20508 43.09445),BLEECKER ST,1207
Bronx,BRONX,NY,10467,POINT (-73.88312 40.88055),E 208TH STREET,9
Monroe,ROCHESTER,NY,14609,POINT (-77.56182 43.16795),CULVER RD -ST MARKS & ST JOH,1245
Franklin,CONSTABLE,NY,12926,POINT (-74.39486 44.94406),COUNTY RT 122,12
St. Lawrence,HAMMOND,NY,13646,POINT (-75.6964 44.44501),S MAIN ST,52
Richmond,STATEN ISLAND,NY,10308,POINT (-74.14728 40.54087),HYLAN BLVD,4055
Oswego,CONSTANTIA,NY,13044,POINT (-76.00262 43.25006),REDFIELD ST,45
Monroe,ROCHESTER,NY,14608,POINT (-77.62906 43.15881),GRAPE ST,63
Bronx,BRONX,NY,10459,POINT (-73.89746 40.82967),PROSPECT AVE S1,1339
Kings,BROOKLYN,NY,11209,POINT (-74.03266 40.61953),THIRD AVENUE,9116
Onondaga,SYRACUSE,NY,13204,POINT (-76.17119 43.0537),W GENESEE ST,1011
Clinton,PLATTSBURGH,NY,12901,POINT (-73.49562 44.69637),NYS RT 3,485
Kings,BROOKLYN,NY,11207,POINT (-73.88707 40.65396),PENNSYLVANIA AVE,1111
Nassau,EAST MEADOW,NY,11554,POINT (-73.57254 40.71402),MERRICK AVE,331
Oneida,UTICA,NY,13502,POINT (-75.26144 43.10977),WHITESBORO ST,2107
Westchester,NORTH SALEM,NY,10560,POINT (-73.57037 41.33526),KEELER LANE,2
Queens,WOODSIDE,NY,11377,POINT (-73.91837 40.74004),47TH ST,47-54
Ulster,PINE BUSH,NY,12566,POINT (-74.30094 41.60943),MAIN ST,72
Nassau,EAST MEADOW,NY,11554,POINT (-73.5468 40.72489),HEMPSTEAD TPK,2397
Kings,BROOKLYN,NY,11208,POINT (-73.88328 40.68303),RIDGEWOOD AVE,145
Kings,BROOKLYN,NY,11222,POINT (-73.94597 40.7229),DRIGGS AVENUE,192
Nassau,ALBERTSON,NY,11507,POINT (-73.65042 40.77702),WILLIS AVE,1181
Kings,BROOKLYN,NY,11206,POINT (-73.93964 40.7084),MESEROLE STREET,232
New York,NEW YORK,NY,10014,POINT (-74.00588 40.73633),HUDSON ST,585
New York,NEW YORK,NY,10029,POINT (-73.93597 40.79624),E 116TH STREET,350
Kings,BROOKLYN,NY,11218,POINT (-73.97485 40.63182),18TH AVE,4112
Monroe,ROCHESTER,NY,14610,POINT (-77.5575 43.14655),EAST AVE,1750
Warren,QUEENSBURY,NY,12804,POINT (-73.6523 43.3322),QUAKER RD,234
Onondaga,SYRACUSE,NY,13207,POINT (-76.15084 43.01036),BALLANTYNE RD,627
Dutchess,WAPPINGERS FALLS,NY,12590,POINT (-73.90902 41.57919),ROUTE 9,1336
Suffolk,WYANDANCH,NY,11798,POINT (-73.36264 40.75423),MERRITT AVE. STORE E,301
Albany,ALBANY,NY,12205,POINT (-73.85612 42.73901),CENTRAL AVE,1939
New York,NEW YORK,NY,10040,POINT (-73.93226 40.85744),BROADWAY,4469
Bronx,BRONX,NY,10465,POINT (-73.82694 40.83151),E TREMONT,3480
Queens,QUEENS VILLAGE,NY,11428,POINT (-73.74055 40.72592),SPRINGFIELD BLVD,90-39
Ulster,PORT EWEN,NY,12466,POINT (-73.97684 41.9077),BROADWAY,162
Chemung,ELMIRA,NY,14903,POINT (-76.78229 42.05725),MAPLE AVE,1543
Erie,BUFFALO,NY,14212,POINT (-78.80886 42.89762),BROADWAY,1770
Monroe,ROCHESTER,NY,14611,POINT (-77.62898 43.14301),JEFFERSON AVE,595
Queens,LONG ISLAND CITY,NY,11101,POINT (-73.9261 40.75293),37TH ST. - ENTREPRENEUR SPA,36-46
Schuyler,WATKINS GLEN,NY,14891,POINT (-76.86439 42.38323),E 4TH ST NYS RT 414,515
New York,NEW YORK,NY,10009,POINT (-73.9816 40.73093),E 14TH ST,418
Bronx,BRONX,NY,10458,POINT (-73.88865 40.86877),E 198TH ST,273
Dutchess,DOVER PLAINS,NY,12522,POINT (-73.58052 41.6834),DOVER FURNACE RD,62
Suffolk,ISLANDIA,NY,11749,POINT (-73.19255 40.80836),MOTOR PKWY,1340
Wyoming,ARCADE,NY,14009,POINT (-78.44034 42.53353),W MAIN ST PO BOX 98,590
Kings,BROOKLYN,NY,11222,POINT (-73.94406 40.72042),MEEKER AVE,497
Kings,BROOKLYN,NY,11209,POINT (-74.02712 40.62103),87TH STREET,453
Westchester,CROTON ON HUDSON,NY,10520,POINT (-73.8808 41.19395),CROTON POINT AVE,67
Richmond,STATEN ISLAND,NY,10302,POINT (-74.1338 40.6374),PORT RICHMOND AVE,155-157
Nassau,NEW HYDE PARK,NY,11040,POINT (-73.68442 40.73282),JERICHO TPK,1115
New York,NEW YORK,NY,10025,POINT (-73.96296 40.79662),MANHATTAN AVE,62
Albany,ALTAMONT,NY,12009,POINT (-73.93526 42.71611),WESTERN TPK,5239
Kings,BROOKLYN,NY,11233,POINT (-73.90617 40.67879),SACKMAN STREET,19
Queens,OAKLAND GARDENS,NY,11364,POINT (-73.7612 40.74789),HORACE HARDING EXPWY,216-07
Schoharie,COBLESKILL,NY,12043,POINT (-74.48577 42.67814),N GRAND ST,235
Nassau,MINEOLA,NY,11501,POINT (-73.64041 40.74076),STATION PLAZA NORTH 1A,204
Essex,KEESEVILLE,NY,12944,POINT (-73.49713 44.49635),RT 9N,271
New York,NEW YORK,NY,10032,POINT (-73.93888 40.8445),BROADWAY,4099
Kings,BROOKLYN,NY,11235,POINT (-73.93973 40.59064),NOSTRAND AVE,3823
Dutchess,RHINEBECK,NY,12572,POINT (-73.89891 41.94732),RT 9,6734
Clinton,WEST CHAZY,NY,12992,POINT (-73.54525 44.83256),SLOSSON RD,1043
Kings,BROOKLYN,NY,11208,POINT (-73.87103 40.68734),AUTUMN AVENUE,120
Kings,BROOKLYN,NY,11223,POINT (-73.9715 40.5904),AVENUE X,311
Kings,BROOKLYN,NY,11231,POINT (-73.99868 40.67658),COURT STREET,506
Onondaga,SYRACUSE,NY,13205,POINT (-76.14522 43.03379),OAKWOOD AVE,500
Chenango,NORWICH,NY,13815,POINT (-75.52302 42.51545),ST HWY 12,5644
Columbia,KINDERHOOK,NY,12106,POINT (-73.69338 42.40407),CHATHAM ST.,65
Bronx,BRONX,NY,10463,POINT (-73.90215 40.88421),KINGSBRIDGE AVE,3613
Kings,BROOKLYN,NY,11223,POINT (-73.97392 40.59013),AVENUE X,237
Kings,BROOKLYN,NY,11224,POINT (-74.00295 40.57362),SURF AVE,3700
Putnam,BREWSTER,NY,10509,POINT (-73.57679 41.42121),ROUTE 22,1511
Queens,ASTORIA,NY,11105,POINT (-73.90589 40.77273),DITMARS BLVD,40-04
Monroe,ROCHESTER,NY,14605,POINT (-77.59166 43.1752),PORTLAND AVE,509
Queens,ST ALBANS,NY,11412,POINT (-73.7555 40.69355),LINDEN BLVD,196-19B
Kings,BROOKLYN,NY,11207,POINT (-73.89381 40.67222),PITKIN AVE,2127
Nassau,BETHPAGE,NY,11714,POINT (-73.49583 40.73783),FARMEDGE RD.,1
Kings,BROOKLYN,NY,11230,POINT (-73.97696 40.6297),MCDONALD AVE,982-990
Warren,BOLTON LANDING,NY,12814,POINT (-73.6543 43.56046),LAKE SHORE DR,5004
Herkimer,COLD BROOK,NY,13324,POINT (-75.01389 43.22872),ROSE VALLEY ROAD,873
Onondaga,SYRACUSE,NY,13204,POINT (-76.17629 43.06243),HIAWATHA BLVD W,685
Suffolk,MILLER PLACE,NY,11764,POINT (-72.98835 40.9416),RT 25A,356
Richmond,STATEN ISLAND,NY,10302,POINT (-74.13452 40.63641),PORT RICHMOND AVE,199
Erie,BUFFALO,NY,14214,POINT (-78.82874 42.94866),MAIN ST,3083
Kings,BROOKLYN,NY,11210,POINT (-73.98038 40.68809),FLATBUSH AVE,15-30
Albany,ALBANY,NY,12210,POINT (-73.75954 42.65974),CLINTON AVE,277
New York,NEW YORK,NY,10032,POINT (-73.93855 40.84456),WEST 173RD ST,615
Orange,NEWBURGH,NY,12550,POINT (-74.07797 41.50636),RT 17K,100
Kings,BROOKLYN,NY,11230,POINT (-73.95729 40.61885),EAST 18TH STREET,1310
Monroe,ROCHESTER,NY,14605,POINT (-77.59804 43.17013),NORTH STREET,658
Kings,BROOKLYN,NY,11236,POINT (-73.89488 40.63347),CANARSIE RD,1595
Kings,BROOKLYN,NY,11223,POINT (-73.97828 40.60494),KINGS HWY,320
Nassau,LEVITTOWN,NY,11756,POINT (-73.51403 40.73425),JERUSALEM AVE,151
Kings,BROOKLYN,NY,11225,POINT (-73.96175 40.66074),LINCOLN RD,31
Kings,BROOKLYN,NY,11230,POINT (-73.96245 40.62505),AVENUE J,1321
Bronx,BRONX,NY,10468,POINT (-73.90008 40.85973),EAST 184TH ST,115E
Kings,BROOKLYN,NY,11231,POINT (-74.0081 40.68074),COMMERCE ST,77
Kings,BROOKLYN,NY,11212,POINT (-73.90771 40.65781),ROCKAWAY AVE,890
