id,licenseNumber,operationType,establishmentType,entityName,squareFootage,dbaName,streetNumber,nysMunicipalBoundaries
00000000-0000-0000-F3CA-DAD1E98512DF,540140,Store,A,DOLGEN NEW YORK LLC,6100,DOLLAR GENERAL 9109,3906,626
00000000-0000-0000-EF13-E0BBC1BF03AF,710066,Store,JAC,BOLLA OPERATING CORP,1200,KINGS HAMILTON AVE MOBI,375,894
00000000-0000-0000-398D-902D9D1BAA68,390201,Store,JAC,LAM KAM PAN,1000,KP FOOD MART,27,530
00000000-0000-0000-E20F-768D1855F008,707722,Store,JAC,MALCHO'S 480 PLANK ROAD LLC,1500,MALCHO'S 480 PLANK RD,480,541
00000000-0000-0000-F4B2-2CC1C6AA5A4A,616603,Store,JABCD,MALKO KARKANNI BROS INC,1800,MALKO KARKANNI BROS,174,894
00000000-0000-0000-A514-0F271B57CAC9,737911,Store,JAC,ITO INC,50,KIKKA AT WHOLE FOODS CO,120,1014
00000000-0000-0000-2A0C-31C9A0C76FC9,638538,Store,JAC,JEEWANI INC,2000,SAI ORGANICS,30-21,196
00000000-0000-0000-CFC1-ED49093E2157,755178,Store,JAC,COLUMBIA CONVENIENCE MART CORP,1200,COLUMBIA CONVENIENCE MA,2207,307
00000000-0000-0000-EE46-23CE6C9B5F2A,720573,Store,A,STAR DISCOUNTS INC,1500,STAR DISCOUNTS,66,307
00000000-0000-0000-CFA6-DCD6109639EF,744820,Store,JAC,409 FOOD CORP,8000,FOOD TOWN,409,894
00000000-0000-0000-9FC7-811CE0144E40,727324,Store,JAC,UNITED GROCERY FRESH FOOD INC,1000,UNITED GROCERY FRESH FO,516,894
00000000-0000-0000-1863-0AB5C89A1684,717584,Store,JAC,C B DELI GROCERY CORP,0,C B DELI GROCERY,194,894
00000000-0000-0000-B4FB-8E3FFF450ED5,619045,Store,JABC,NET COST 18TH AVENUE LLC,14000,NET COST MARKET,8671,894
00000000-0000-0000-FB1C-D6269576B5D6,479320,Store,JABC,CONSTANTOPOULOS GUY,3000,7-ELEVEN FD STR 27187A,53,1013
00000000-0000-0000-B24B-DA876D04BB79,755953,Store,JAC,DANISH FOODS INC,1000,DANISH FOODS,1364,196
00000000-0000-0000-310A-DF21625E5167,350129,Store,A,FAMILY DOLLAR STORES OF NY INC,1500,FAMILY DOLLAR 2730,368,248
00000000-0000-0000-E944-96358FA37C90,728684,Store,JAC,SAM CONVENIENCE DELI GROCERY CORP,900,SAM CONVENIENCE DELI GR,180,307
00000000-0000-0000-FD24-3863C5047297,702828,Store,JAC,BEST MARKET & DELI INC,1000,BEST MARKET & DELI,84-77,196
00000000-0000-0000-C229-3E248986C8A2,755546,Store,JAC,A1 HOLLAND DELI CORP,1200,A1 HOLLAND DELI,3400,585
00000000-0000-0000-110F-F1618E5B6103,721120,Store,A,WELCOME MARKET INC,1200,WELCOME MARKET,40-20,196
00000000-0000-0000-63CE-12599AC5E2E6,639191,Store,JAC,ELMHURST MEXICAN GROCERY CORP,1000,ELMHURST MEXICAN GROCRY,80-03,196
00000000-0000-0000-B2E2-C4BB8C5C009C,472659,Store,A,DAMIANO HERODOTUS P,1600,PINDAR VINEYARD STORE,117,1022
00000000-0000-0000-AED8-597D8C1AD772,753120,Store,JAC,BALLSTON SPA FOOD MART INC,0,BALLSTON SPA FOOD MART,253,999
00000000-0000-0000-63BC-2A781617BF6A,742189,Store,A,P & J DISCOUNT STORE INC,3000,P & J DISCOUNT STORE,900,307
00000000-0000-0000-C702-C431E27E07EB,288626,Store,JAC,POINT SUNKO CORP,1800,THE POINT SUPERMARKET,12,62
00000000-0000-0000-7B04-909AD4FEA96D,703218,Store,A,WALGREEN EASTERN CO INC,14600,WALGREENS  13751,1306,159
00000000-0000-0000-DCB2-E2DB084EDCD5,540105,Store,JAC,BODINE MARKETS LLC,1000,BODINES SOUTHEND MARKET,703,639
00000000-0000-0000-43C3-2FDB6266A74B,746920,Store,A,SION GROCERY CORP,500,SION GROCERY,22-58,196
00000000-0000-0000-104C-8244992E7FA4,625165,Store,A,CVS ALBANY LLC,20000,CVS PHARMACY 02773,130,749
00000000-0000-0000-20B2-7A94C5F73E8C,715995,Store,JAC,AVENUE N DELI CORPORATION,1500,AVENUE N DELI,5017,894
00000000-0000-0000-1DC2-318F5BEB10EE,639255,Store,JAC,91-08 STATION DELI CORP,2000,91-08 STATION DELI,91-08,196
00000000-0000-0000-A37B-19DA72F4003C,719897,Store,JAC,561 STRAIGHT DELI GROCER INC,1800,561 STRAIGHT DELI GROCE,561,749
00000000-0000-0000-E615-9D387580144C,735091,Store,JAC,68 SUTPHIN DELI AND GRILL INC,1200,68 SUTPHIN DELI AND GRI,8768,196
00000000-0000-0000-343F-E75799EEAF50,752707,Store,JAC,BIG STOP MARKET CORPORATION,0,BIG STOP MARKET,469,537
00000000-0000-0000-3F8D-B815A17ED25B,703302,Store,JAC,BEACH VIEW INC,1200,BEACH VIEW,4727,585
00000000-0000-0000-13D2-17F673D156C8,726886,Store,A,NEW WAY CONVENIENCE STORE CORP,1500,NEW WAY CONVENIENCE STO,171,585
00000000-0000-0000-C447-5932929A7B75,281896,Store,A,WALGREEN EASTERN CO INC,8000,WALGREENS 5955,2282,60
00000000-0000-0000-983B-8B5B31C6B70C,736949,Store,JAC,MURWIN LORAINE & PAUL,8800,AWESOME COUNTRY,106,932
00000000-0000-0000-35F0-DF4C107480C8,472638,Store,A,CVS ALBANY LLC,8250,CVS PHARMACY 02059,1012,1023
00000000-0000-0000-DF17-BCF78E3ECA64,754923,Store,JAC,AMERICAN INTERNATIONAL FOOD INC,0,AMERICAN INTERNATIONAL,8022,894
00000000-0000-0000-05A1-A87DBF59914D,671176,Store,JAC,TAKATY DELI CORP,1200,TAKATY DELI,201-15,196
00000000-0000-0000-3681-9971BCDE21D3,141686,Store,JAC,MID CITY MARKET LLC,1500,MID CITY MARKET,45,300
00000000-0000-0000-1D57-335607319F2D,286811,Store,A,GENOVESE DRUG STORES INC,10000,RITE AID 10648,5125,59
00000000-0000-0000-D4C6-2F0F442EB835,350239,Store,A,FAMILY DOLLAR STORES OF NY INC,5000,FAMILY DOLLAR  4036,219,233
00000000-0000-0000-A92A-110769B3BB5A,703810,Store,JAC,MILK N THINGS INC,500,MILK N THINGS,183A,585
00000000-0000-0000-24DB-176899EC0BCF,734936,Store,JAC,CUMBERLAND FARMS INC,3600,CUMBERLAND FARMS  1698,2201,60
00000000-0000-0000-3930-E1E0321DB719,754118,Store,JAC,129 MONEY MARKET & GRILL CORP,4500,129 MONEY MARKET & GRIL,129,894
00000000-0000-0000-B2E5-FBEED5DD04C0,301568,Store,JAC,ONEIDA MADISON MLK PRDCR ASSC INC,400,DAIRY STORE,566,987
00000000-0000-0000-FC4D-23B326CFDD8A,200005,Store,JAC,STEWARTS SHOPS CORP,1500,STEWARTS SHOP 353,8589,864
00000000-0000-0000-471C-1C2B6FB37E51,718995,Store,A,DOLGEN NEW YORK LLC,0,DOLLAR GENERAL  15824,11997,308
00000000-0000-0000-33D4-AA90A5164A27,754513,Store,JAC,OUR VILLAGE BAKERY & RESTAURANT C,2000,OUR VILLAGE BAKERY & RE,123-25,196
00000000-0000-0000-D796-9D84E07A4FEF,720040,Store,JAC,KEITA WEST AFRICAN MARKET INC,800,KEITA WEST AFRICAN MARK,1225,894
00000000-0000-0000-F30D-2E8F373FE856,703326,Store,JAC,CLAYTON DISTILLERY LLC,2560,CLAYTON DISTILLERY,40164,854
00000000-0000-0000-7A53-E4F37C43B0CF,749485,Store,JAC,LUXE SEAFOOD MARKET INC,1500,LUXE SEAFOOD MARKET,1282,1013
00000000-0000-0000-445F-914E952E1249,636416,Store,A,WALGREEN EASTERN CO INC,0,WALGREENS 4058,93-04,196
00000000-0000-0000-FD1C-BA838F62CD10,742960,Store,JAC,NAGI KHALIL A,1200,JEFFERSON FOOD MARKET,1614-1616,300
00000000-0000-0000-72E4-401AC26DC71A,715503,Store,JAC,SUNOCO MART INC,1500,SUNOCO MART,2612,597
00000000-0000-0000-47C1-2EACAD3917EE,142765,Store,A,ISLAND FOOD STORE INC THE,1000,ISLAND FOOD STORE THE,1635,300
00000000-0000-0000-D7FF-F141D680B964,733448,Store,JAC,SHUBH NY INC,5000,ON THE WAY,2368,287
00000000-0000-0000-F815-0B051381E62B,754377,Store,JAC,233RD CARRIBEAN MEAT MARKET CORP,0,233RD CARRIBEAN MEAT MA,4206,307
00000000-0000-0000-628B-F841F11EA110,475013,Store,JAC,TROPICAL DELI NY CORP,1400,TROPICAL DELI NY,215,1023
00000000-0000-0000-0982-B718BBD7D0E6,617722,Store,JAC,BC FOOD&PRODUCE CORP,4000,PIONEER,191-199,894
00000000-0000-0000-6D01-8BADA20F8946,743545,Store,JAC,BLM NATURAL DELI CORP,1000,BLM NATURAL DELI,165,894
00000000-0000-0000-5ACD-4C7E185E5712,282835,Store,JACDK,BELLMORE DISTRIBUTORS INC,10000,BELLMORE BEVERAGE,1377A,62
00000000-0000-0000-A8FF-15213FB40863,735270,Store,JAB,COOKIE CONNECTION THE,0,COOKIE CONNECTION GLUTE,2803,690
00000000-0000-0000-0658-07BA1DDAA723,753611,Store,JAC,JMILLS ELITE TREATS LLC,0,JMILLS ELITE TREATS,100,537
00000000-0000-0000-9C53-F9FD2D6BFC46,740123,Store,A,BNAI RAPHAEL CHESED ORGANIZATION,1600,FOOD PANTRY,3846,894
00000000-0000-0000-EFA1-D6380EF54628,718316,Store,JAC,IDREES DELI ON THE BAY CORP,1200,IDREES DELI ON THE BAY,3191,894
00000000-0000-0000-FC92-B95D30330878,612884,Store,JAC,KRAKUS DELI INC,745,KRAKUS DELI,304,894
00000000-0000-0000-B1C7-791D2827EB1A,745437,Store,JAC,TONYS MINI MARKET CORP,0,TONY'S MINI MARKET,740,307
00000000-0000-0000-C712-B67ED3C0690A,743694,Store,JAC,LUFF FARMS INC,1010,LUFF FARMS,21272,848
00000000-0000-0000-3E5A-2149BEFB13ED,740081,Store,JAC,N & G DELI INC,1200,N & G DELI,134,585
00000000-0000-0000-6209-F9C27FED2FC2,500104,Store,A,CVS ALBANY LLC,10000,CVS PHARMACY 00502,625,709
00000000-0000-0000-4C63-7E3583216A71,010583,Store,JABCDP,INDIAN LADDER FARMS INC,10000,INDIAN LADDER FARMS,342,830
00000000-0000-0000-5DD6-67EAD1F7C634,702622,Store,JAC,WAL-MART STORES EAST LP,160000,WAL-MART SPR CTR 4597,886,158
00000000-0000-0000-0349-F85BF0932DBE,510776,Store,A,DOLGEN NEW YORK LLC,5000,DOLLAR GENERAL  12050,130,436
00000000-0000-0000-D728-69D77860C8DE,130407,Store,A,ECKERD CORP,10000,RITE AID 10714,3350,587
00000000-0000-0000-55F3-5CC528563B8E,720531,Store,JAC,SPEEDWAY LLC,2000,SPEEDWAY  07688,781,965
00000000-0000-0000-99DA-55D70890BD9A,720754,Store,JAC,SPEEDWAY LLC,0,SPEEDWAY  07885,800,60
00000000-0000-0000-85E1-81EE383D9414,641568,Store,JACK,BIG TIME PRODUCE INC,2100,BIG TIME PRODUCE,1361,585
00000000-0000-0000-0D06-A50D52F1AA1F,634979,Store,JAC,YOUN HYANG SIK,2400,PAULS GROCERY,149-17,196
00000000-0000-0000-C26D-500749BE39C8,737934,Store,JAC,STILLWELLS DELI & GROCERY INC,1200,STILLWELLS DELI & GROCE,1806,894
00000000-0000-0000-4CC9-DFA69CA03E48,739695,Store,JAD,BEER WORLD EXPRESS INC,2600,BEER WORLD EXPRESS,1444,596
00000000-0000-0000-7BB6-474C86F7BAF3,721016,Store,JAC,JAVA NATION INC,1000,JAVA NATION,112,1013
00000000-0000-0000-22C2-7AF860267CA1,711683,Store,JAC,ESPERANZA DELI & GROCERY INC,1000,ESPERANZA DELI & GROCER,182,948
00000000-0000-0000-D3E2-D54102DA1E06,283243,Store,JABC,PUEBLO NUEVO MEAT CORP,25000,CHERRY VALLEY MARKET PL,496,62
00000000-0000-0000-08CC-38C602C886A5,612435,Store,A,CATON FOOD MARKET INC,6000,99 CENTURY,780,894
00000000-0000-0000-0839-4006D7E038DF,750510,Store,JAC,BUDD MERCANTILE INCORPORATED,0,SILVER BAY GENERAL STOR,8417,823
00000000-0000-0000-82F6-D3C56086B968,430064,Store,A,DOLGEN NEW YORK LLC,4000,DOLLAR GENERAL 7491,813,169
00000000-0000-0000-A271-72CD81113A7D,751194,Store,A,VIOLET FOOD MART INC,700,VIOLET FOOD MART,874,595
00000000-0000-0000-B936-A2A304B7A6B1,727617,Store,JAC,SHIVA MONTICELLO INC,5000,MOBIL MART,4375,650
00000000-0000-0000-0E4B-F52FA9740E44,290559,Store,A,BHACHU LLC,1600,LOCKPORT FUEL,100,163
00000000-0000-0000-842B-31314705D8BE,380221,Store,JAC,CHAHAL SUKHUINDER K&SINGH SHAMSHR,5000,FOOD CIRCUS,28,110
00000000-0000-0000-23FC-FF355BCF0634,746023,Store,A,SANGRILA GROCERY LLC,300,SANGRILA GROCERY,737,687
00000000-0000-0000-B410-F1E3CFC0DCB5,261153,Store,A,DOLLAR TREE STORES INC,300,DOLLAR TREE 2011,6515,535
00000000-0000-0000-7EAF-5F30CCAE323A,745376,Store,JAC,LA IDEAL MEAT MARKET CORP,900,LA IDEAL MEAT MARKET,4805,894
00000000-0000-0000-67D4-90F43FED7199,720264,Store,JAC,SUSHI BENTO NY INC,0,SUSHI BENTO @ KEY FOOD,35,963
00000000-0000-0000-E91F-C912A66D7D32,290491,Store,A,FAMILY DOLLAR STORES OF NY INC,1500,FAMILY DOLLAR  7751,2929,164
00000000-0000-0000-906C-4B5465F1F7BE,752909,Store,JAC,ELIAM FOOD CORP,1400,ELIAM FOOD,1001,307
00000000-0000-0000-AAA8-91D7544A2D6C,705925,Store,A,BAY STREET DISCOUNT INC,2000,BAY STREET DISCOUNT,1277,585
00000000-0000-0000-AE95-8FDA9368E33D,751323,Store,JAC,GRAND SEAFOOD MART LLC,0,GRAND SEAFOOD MART,64-15,196
00000000-0000-0000-33D0-0C134EEF4ECB,750780,Store,JAC,WILSON GOURMET DELI CORP,0,WILSON GOURMET DELI,3401,307
00000000-0000-0000-EAF0-8B67E5065B81,616020,Store,JAC,SHLOMI GLATT KOSHER MEAT INC,1000,SHLOMI GLATT,2382,894
00000000-0000-0000-3CDF-2CE9FE7474FB,706951,Store,A,METRO CANDY & GROCERY INC,1200,METRO CANDY & GROCERY,1508,307
00000000-0000-0000-0AB9-A7B193542BA6,743175,Store,A,SURYA PETROLEUM INC,0,BP SHOP,239,1019
00000000-0000-0000-1058-B0E616183781,510705,Store,JAC,J&P PETROLEUM INC,1500,SHELL MART,490,416
00000000-0000-0000-96D5-69802ABFD0CC,105381,Store,JAC,DRAKE PETROLEUM CO INC,1800,XTRA MART 1417,601,524
00000000-0000-0000-0C64-10F548B1BD7C,718602,Store,JAC,EAST ELMHURST GROCERY CORP,1500,EAST ELMHURST GROCERY,102-15,196
00000000-0000-0000-D086-6E89B859A060,638995,Store,JAC,AIRPORT DELI GROCERY INC,2000,AIRPORT DELI,128-48,196
00000000-0000-0000-5A86-3998F9CB0994,741348,Store,JAC,A&M DELI MARKET INC,10000,A&M DELI MARKET,1815,598
00000000-0000-0000-7871-ECD7D0A59985,754171,Store,JAC,SAMS SHOP & DELI INC,1400,SAMS SHOP & DELI,1817,278
00000000-0000-0000-7044-22E3E1C7F097,710874,Store,A,BARUA LIPIKA,1200,BARUA GIFT AND GROCERY,147-13,196
00000000-0000-0000-0692-90F44E53CA66,618837,Store,JAC,B&A PORK STORE INC,1000,B&A PORK STORE,7818,894
00000000-0000-0000-8C98-F4D6FE662B2A,295125,Store,JAC,DI CAMILLO BAKING CO INC,2400,DI CAMILLO BAKERY,533,164
00000000-0000-0000-8F12-BD000055962A,380247,Store,A,DOLLAR TREE STORES INC,9600,DOLLAR TREE 1737,600,129
00000000-0000-0000-8860-F02B78B90E2A,750065,Store,JAC,28 FISHANDGAME LLC,0,CLEAR CREEK FARM,28,523
00000000-0000-0000-5F85-FF51633BEEC4,638690,Store,JAC,Z&X STORE INC,1200,Z&X STORE,65-33,196
00000000-0000-0000-0A25-C0A57BF8DF53,742620,Store,A,ECLECTIC MERCHANTILE LLC THE,5400,THE ECLECTIC MERCHANTIL,8585,924
00000000-0000-0000-9469-0C950EBD87B6,710206,Store,A,AAB GOURMET FOODS INC,1500,AAB GOURMET FOODS,153,62
00000000-0000-0000-DF1B-22287B82DFCA,636705,Store,A,CVS ALBANY LLC,8000,CVS PHARMACY 00542,212,196
00000000-0000-0000-64DC-FD47D1BAAF7A,721579,Store,JAC,MONTAUK MARKET 805 INC.,2000,MONTAUK MARKET 805,805,1021
00000000-0000-0000-BF44-D4A1DF3E1F92,712742,Store,JABC,FRESH GOURMET MARKET INC,22000,KEY FOOD,1805,62
00000000-0000-0000-19DA-3744884F4429,415398,Store,JABC,MARTINS FOODS OF S BURLINGTON LLC,65000,HANNAFORD 8365,9,1009
00000000-0000-0000-FC9F-F8F40BEAFFF5,440096,Store,JAC,TOPS PT LLC,0,TOPS 576,501,646
00000000-0000-0000-778C-37AFA3A2FE54,748279,Store,A,NORTHSIDE GROCERY INC,5083,GREATER GOOD GROCERY,435,968
00000000-0000-0000-79E2-6E88A60FC568,611853,Store,JAC,ROSITO PETER,1000,PETE ROSITO FRUIT,1787,894
00000000-0000-0000-4DD9-62B899A6471E,744559,Store,JAC,FS PREMIER LLC,760,FARM STORES NY 2001,4451,62
00000000-0000-0000-495D-699FF19BC4B6,719568,Store,JAC,ACME MARKETS INC,6000,ACME  2830,1366,947
00000000-0000-0000-2E69-DC0AC6D7EFB7,030468,Store,A,BED BATH & BEYOND INC,35000,CHRISTMAS TREE SHOP 704,420A,938
00000000-0000-0000-B0B2-F4B9F8C7BC17,752378,Store,JAC,RETAIL MANAGEMENT INC,0,RMI 3910,3117,1022
00000000-0000-0000-236D-76A69C3B5B0D,732063,Store,JAC,NEW J&T GROCERY DELI CORP,1000,NEW J&T GROCERY DELI,436-438,894
00000000-0000-0000-91F4-7B7B44E7561C,040090,Store,A,FAMILY DOLLAR STORES OF NY INC,8000,FAMILY DOLLAR 2125,461,348
00000000-0000-0000-6844-54DA02704D01,336179,Store,JAC,GERTRUDE HAWK BRANDS INC,896,GERTRUDE HAWK CHOCOLATE,1,886
00000000-0000-0000-7017-DB49D2295D05,010554,Store,A,CVS ALBANY LLC,2000,CVS PHARMACY 413,1026,814
00000000-0000-0000-B482-3B5B635C4D0C,010008,Store,JAC,STEWARTS SHOPS CORP,2800,STEWARTS SHOP 105,624,837
00000000-0000-0000-ED30-86EEB569435E,754294,Store,JAC,SYRACUSE SUPERMARKET INC,2500,SYRACUSE SUPERMARKET,1429,687
00000000-0000-0000-C786-98E940EB79DA,732460,Store,A,WALGREEN EASTERN CO INC,10000,WALGREENS  19814,3035,245
00000000-0000-0000-6C60-F5400A16B300,722157,Store,JAC,157 FOOD MARKET CORP,1000,157 FOOD MARKET,111-77,196
00000000-0000-0000-6725-D9584258530F,744438,Store,JAC,ABDO GOURMET DELI INC,2000,ABDO GOURMET DELI,480,894
00000000-0000-0000-885F-34F437BC99DC,305925,Store,JABC,BJS WHOLESALE CLUB INC,110000,BJS WHOLESALE CLUB 64,400,984
00000000-0000-0000-362F-493871C59B83,755014,Store,JAC,607 SWEETS LLC,0,607 SWEETS,170,149
00000000-0000-0000-85A3-93458486489D,745839,Store,JAC,MOLINA MINI MARKET CORP,0,MOLINA MINI MARKET,1266,307
00000000-0000-0000-2BCA-1D665464A2F2,266694,Store,JABC,ANG MARKETS INC,12000,SHUR SAVE FOOD SHOP,7127,538
00000000-0000-0000-D250-64EBA9775703,721515,Store,A,MAQ 888 INC,1600,MAQ 888,565,894
00000000-0000-0000-089B-A19D46D3AB97,717656,Store,JAC,GG WOODMERE LLC,0,GOURMET GLATT,1030,62
00000000-0000-0000-A6DF-CEFD872DD06E,738037,Store,JAC,MARIVI CORP,2300,MOBIL MART/SUBWAY,1149,412
00000000-0000-0000-8B41-CED056630878,740610,Store,JAC,A-TEAM NUTRITION SYOSSET INC,2000,A-TEAM NUTRITION,235,59
00000000-0000-0000-DBB9-6A7D0E82D178,743471,Store,JAC,DELI MASTER LLC,7000,DELI MASTER,49,388
00000000-0000-0000-4413-D94E462846E1,474159,Store,A,ACE ICE CREAM CORP,1000,ACE ICE CREAM,140,1013
00000000-0000-0000-A05A-43B30737EA4D,380208,Store,JAS,NASSAU COUNTRY VALUE INC,10000,NASSAU COUNTRY VALUE,3517,112
00000000-0000-0000-3A3A-428DC737F376,733151,Store,JAC,AAA DELI GROCERY & GRILL INC,1000,AAA DELI GROCERY&GRILL,50-60,196
00000000-0000-0000-241F-7F3A97A695B2,731137,Store,JAC,2502 PLAZA MARKET INC,0,2502 PLAZA MARKET,2502,196
00000000-0000-0000-F451-EEBB29E5AB7E,731711,Store,A,KPH HEALTHCARE SERVICES INC,8000,KINNEY DRUGS  121,3,5
00000000-0000-0000-3942-F9F8C6D090EC,147168,Store,JAC,UNITED REFINING CO OF PA INC,1000,KWIK FILL M0016,5,303
00000000-0000-0000-E96C-DB94B74B350A,640223,Store,JABC,2500 VICTORY BLVD INC,4600,BELFIORE MEATS,2500,585
00000000-0000-0000-1E08-EE4EBC82FFA3,744696,Store,JAC,HAVANA DELI CORP,150,HAVANA DELI,706,307
00000000-0000-0000-A275-5995AE309572,709139,Store,JAC,ROTI ROADHOUSE CAFE INC,1000,R & R CAFE,129-32B,196
00000000-0000-0000-16D5-173F53D622AC,672281,Store,JAC,JRD GROCERY CORP,2500,JRD GROCERY,102-60,196
00000000-0000-0000-7742-F6A4BC595F69,750572,Store,JAC,BUSY BEE DELI NY CORP,0,BUSY BEE DELI NY,755,62
00000000-0000-0000-90EC-32648F64F734,608339,Store,JAC,GUERRERO ARENAS JOSUE,600,YOHANS DELI AND GROCERY,5995,307
00000000-0000-0000-CA43-0C85F355C420,734346,Store,JAC,MELYS GROCERY CORP,500,MELYS GROCERY,96-06,196
00000000-0000-0000-B3E1-35F5A6540B6E,625709,Store,JAC,2451 BROADWAY MARKET INC,16000,BARZINIS,2451,749
00000000-0000-0000-2ED2-4B0565BCE05C,704115,Store,A,VALUE DISCOUNT OF 237 INC,900,VALUE DISCOUNT,4366,307
00000000-0000-0000-7FE0-C7B671A1AAC6,736532,Store,JAC,SANAA GOURMET DELI GROCERY INC,700,SANAA GOURMET DELI GROC,611,307
00000000-0000-0000-852E-70FB6FAEB97E,613533,Store,A,FAMILY DOLLAR STORES OF NY INC,8670,FAMILY DOLLAR 6788,861,894
00000000-0000-0000-0EC6-34CF62C2ACBB,749195,Store,JAC,STEWARTS SHOPS CORP,0,STEWARTS SHOP  478,95,491
00000000-0000-0000-0135-D2FF214C88D4,744649,Store,JAC,QUEENS FOOD MARKET INC,700,QUEENS FOOD MARKET,70-60,196
00000000-0000-0000-F810-237B3A708474,737246,Store,JAC,LAKEVIEW MART INC,0,LAKEVIEW MART,1469,537
00000000-0000-0000-684F-55AC731AD994,751492,Store,A,FRAGRANCE GROCERY & 99C PLUS INC,0,FRAGRANCE GROCERY & 99C,8019,894
00000000-0000-0000-8353-257A67B04BAE,712863,Store,JAC,ROE ROES SWEET STREET INC,0,ROE-ROE'S SWEET STREET,68,1023
00000000-0000-0000-532F-948C35CC8CD4,551616,Store,A,CVS ALBANY LLC,0,CVS PHARMACY 01940,585,948
00000000-0000-0000-F6FC-78877B302737,261114,Store,JAC,WAL-MART STORES EAST LP,0,WAL-MART SUPER CTR 3280,1490,537
00000000-0000-0000-270A-8980669773D7,731429,Store,JAC,5TH AVE GOURMET DELI GRILL INC,1000,5TH AVE GOURMET DELI GR,6902,894
00000000-0000-0000-9323-568F4301FBA7,743841,Store,A,HER STORY LLC,0,HER KITCHEN,1438,300
00000000-0000-0000-D1FF-FDFF8259E955,750319,Store,JAC,FENIX DELI & GROCERY CORP,0,FENIX DELI & GROCERY,926,894
00000000-0000-0000-BADD-EE6B3E20C1C4,410209,Store,JAC,STEWARTS SHOPS CORP,2200,STEWARTS SHOP 205,2951,1001
00000000-0000-0000-CF82-02B6BD5943E3,612673,Store,JAC,TARGET CORP,230000,TARGET 2212,1598,894
00000000-0000-0000-9AEF-C8BA91DCBE47,552623,Store,JAC,YAHIR&SISTERS GROCERY CORP,0,YAHIR&SISTERS GROCERY,165,948
00000000-0000-0000-9F6F-A3401729CDFB,737809,Store,JAC,CARAGUATAY QUALITY MEAT MARKET CO,3000,CARAGUATAY QUALITY MEAT,9903,196
00000000-0000-0000-6AEF-E95A3E899ADB,010348,Store,JAC,HUSSAIN JARRAR,400,ALI BABAS INDIAN SPICES,10,834
00000000-0000-0000-46D9-04042388F56D,738400,Store,JAC,RIWEI MINI MARKET INC,2000,RIWEI MINI MARKET,6418,894
00000000-0000-0000-EA44-6EF84BDA917E,610667,Store,A,KOSHER FOOD NET INC,1100,QUALITY FRESH MARKET,901,894
00000000-0000-0000-80F8-C6926968EF14,420340,Store,JAC,ELHIDAI ELHIDAI A,1800,MT PLEASANT DISCOUNT,1054,104
00000000-0000-0000-9183-02A7B4049839,608539,Store,JAC,SWEET HOME AFRICAN MKT INC,2000,SWEET HOME AFRICAN MKT,15,307
00000000-0000-0000-F0D2-30CB2126A334,752112,Store,A,LMX SUNNY LAUNDRY&CLEAN INC,0,LMX SUNNY LAUNDRY&CLEAN,7523,894
00000000-0000-0000-EAD5-3249621FC535,732424,Store,A,WALGREEN EASTERN CO INC,9000,WALGREENS  19496,4764,235
00000000-0000-0000-CA76-6BD3257923D9,471272,Store,JAC,AKSU GAS CORP,1000,USA GAS,2290,1023
00000000-0000-0000-1EFF-E6933AF98AC0,727532,Store,JAC,ASLAM SHAKIL,900,FOOD CART,675,894
00000000-0000-0000-5D89-547CF0AE3946,717457,Store,A,DOLGEN NEW YORK LLC,0,DOLLAR GENERAL  15147,1049,595
00000000-0000-0000-C25A-BAA2BEA9FCD7,331049,Store,JABC,SHOP-RITE SUPERMARKETS INC,56000,SHOPRITE  211 WALLKILL,20,886
00000000-0000-0000-B84B-011BF8045CA8,142954,Store,JAC,SALEH TAREQ FOUAD,1800,FM DELI GROCERY,407,300
00000000-0000-0000-F1D5-B49DD47D140B,728967,Store,JAC,187 PRODUCE CORP,7000,SHOP FAIR,187,894
00000000-0000-0000-A221-D664A7FCE62B,670548,Store,JAC,AS WAREHOUSE CO INC,9000,POLAM INTL MT MKT II,276,894
00000000-0000-0000-9BD4-CE3BD6662741,472508,Store,JAC,FORT SALONGA MARKET ASSOC LLC,19000,IGA FORT SALONGA MARKET,10,1020
00000000-0000-0000-28E3-AB3D40DC3DAF,714204,Store,JAC,PADMA USA INC,1500,HILLSIDE DELI & GROCERY,143-01,196
00000000-0000-0000-4EDE-F1BA82AD681C,742595,Store,A,ANAYA 1 INC,0,CANNON PHARMACY,23,62
00000000-0000-0000-A35F-045489A55088,614940,Store,A,LIU XIN QI,1600,MANDY 99 CENTS DISCOUNT,5122,894
00000000-0000-0000-C850-98423B846843,737183,Store,JAC,RW STAR DELI INC,1000,ROYAL DELI GRILL,2024,894
00000000-0000-0000-12D4-CB1B39725241,718594,Store,JAC,SABOR FOOD MARKET CORP,0,SABOR FOOD MARKET,93-34,196
00000000-0000-0000-AA6E-B0798DAE5FCE,742529,Store,JAC,GTB FUEL CORP,3000,ONE DREAM SUNOCO,3159,107
00000000-0000-0000-4E19-26C1BA1E7E47,355386,Store,JAC,UNITED REFINING CO OF PA INC,1000,KWIK FILL M0107,800,247
00000000-0000-0000-1D51-2FC9D8237853,746956,Store,JAC,LWIN FAMILY CO LLC,1000,HISSO SUSHI@STOP & SHOP,194,1013
00000000-0000-0000-23F6-BBAF02E77182,745017,Store,JAC,BLUEFIN FISH MARKET INC,1000,BLUEFIN FISH,29,749
