id,licenseNumber,operationType,establishmentType,entityName,squareFootage,dbaName,streetNumber,nysMunicipalBoundaries
00000000-0000-0000-25C6-7F425CFA3054,737064,Store,JAC,SIX FLAGS DARIEN LLC,1000,DARIEN LAKE COASTER CAN,9993,789
00000000-0000-0000-A076-8ED7DB87FD4C,390197,Store,JAC,ROCKLAND CAR CARE INC,600,EXXON,552,530
00000000-0000-0000-0544-CBEA6C73A170,288407,Store,JABC,COSTCO WHOLESALE CORP,130000,COSTCO WHOLESALE 226,1250,60
00000000-0000-0000-D521-55D0E1766F2D,716199,Store,JABC,HERTZLER ENOS & FANNIE,1100,GRANDMA HERTZLERS KTCH,2198,578
00000000-0000-0000-CF26-5D534B3C3AFD,283220,Store,JAC,NEW KASHMIRI BAZAR INC,1000,NEW KASHMIRI BAZAR,472,59
00000000-0000-0000-5D24-93A418BCFF90,711964,Store,A,BIG LOTS STORE LLC,0,BIG LOTS  819,4406,806
00000000-0000-0000-ED95-0D47BD462FAD,624933,Store,A,CVS ALBANY LLC,22000,CVS PHARMACY 05772,1500,749
00000000-0000-0000-688B-8F98E0927531,740256,Store,JAC,A PLUS CONVENIENCE STORES INC,2500,7 ELEVEN  35133A,4075,276
00000000-0000-0000-41F3-0381A2776A08,737883,Store,JAC,A AND H HOSPITALITY GROUP LLC,1200,GOLD STAR DELI,343,841
00000000-0000-0000-7484-164B9E221094,633546,Store,JAC,EMPIRE MARKET COLLEGE POINT LLC,1500,EMPIRE MRKT COLLEGE PT,14-26,196
00000000-0000-0000-F167-300C08CA4A3E,724332,Store,A,ALBANY CANDY & GROCERY INC,1000,ALBANY CANDY & GROCERY,519,894
00000000-0000-0000-3817-DBB5E9C8475A,741478,Store,JACK,PIKALO BAKERY INC,0,PIKALO BAKERY,272,948
00000000-0000-0000-8A12-12F806D9CA26,610798,Store,JAC,HB & SON MEAT CORP,15000,MARKETPLACE OF BUSHWICK,1781-1783,894
00000000-0000-0000-F9AA-08E407FA82B6,751932,Store,A,NEW STADIUM DISCOUNT INC,1200,NEW STADIUM DISCOUNT,880,307
00000000-0000-0000-EDFA-F82729F22E75,140556,Store,JABC,TOPS MARKETS LLC,67000,TOPS 228,150,280
00000000-0000-0000-8C5C-F0BE6004B2C9,705724,Store,JAC,MYRTLE GAS CORP,800,MOBIL,71-05,196
00000000-0000-0000-DAF0-9506D52D689D,750869,Store,A,38 ORGANIC & SMOKE SHOP CORP,0,38 ORGANIC & SMOKE SHOP,38,894
00000000-0000-0000-C4AB-784E2222D50F,270066,Store,JAC,WAL-MART STORES EAST LP,188000,WAL-MART SUPERCTR 2146,101,496
00000000-0000-0000-C7E5-EA40A5763643,752984,Store,A,STAR GENIUS CORP,0,STAR GENIUS,98-10,196
00000000-0000-0000-22B6-4D6AB5D67A89,035329,Store,JABC,FINCH ENTERPRISES INC,12600,DEPOSIT BIG M,156,940
00000000-0000-0000-3C13-E9A7C988DE0C,713322,Store,A,716 ROCKAWAY GROCERY CORP,850,716 ROCKAWAY GROCERY,716,894
00000000-0000-0000-8387-A4A5FD6704E4,743583,Store,JAC,IT' SUGAR LLC,0,IT' SUGAR,665,749
00000000-0000-0000-05AD-B8DF7DD6379D,010947,Store,JAC,SANTACRUZ MARTINEZ EMMANUEL,1000,MEXICAN MARKET,654,814
00000000-0000-0000-CD46-E07700834908,730443,Store,JABC,WHOLE FOODS MARKET GROUP INC,50000,WHOLE FOODS MARKET,3139,304
00000000-0000-0000-D208-606D26B42AF4,471354,Store,JABC,KESHTGAR & CO INC,3000,SHELL FOOD SHOP,958,1019
00000000-0000-0000-480B-C8350C32CC4E,754564,Store,JAC,SEQUOIA FOOD & DELI CORPORATION,2200,SEQUOIA FOOD & DELI,2709,749
00000000-0000-0000-6457-3C1E29963493,709861,Store,A,46 LOCAL LLC,500,STOUTS & STOGIES,2527,430
00000000-0000-0000-3E09-0D04073CDD04,720500,Store,JAC,SPEEDWAY LLC,0,SPEEDWAY  07655,60,59
00000000-0000-0000-5D28-F93D3C15ADC2,281927,Store,A,GENOVESE DRUG STORES INC,1500,RITE AID 10619,3199,62
00000000-0000-0000-766F-B39A65ED4751,707812,Store,A,WALGREEN EASTERN CO INC,0,WALGREENS  15212,411,961
00000000-0000-0000-BCC2-AA83D0071E9F,638158,Store,JAC,KAIETEUR W IND FISH MKT&GRCRY INC,1200,DAVE WEST INDIAN FISH M,118-08,196
00000000-0000-0000-8F47-92A3AF2CB6F2,626766,Store,JAC,USA DELI GROCERY CORP,1200,USA DELI GROCERY STORE,180,749
00000000-0000-0000-A46A-45E9C4E4827D,671762,Store,JAC,2673 PITKIN DELI INC,800,2673 PITKIN DELI,2673,894
00000000-0000-0000-7B6A-6FF4FBFEBABB,637166,Store,A,CVS ALBANY LLC,20000,CVS PHARMACY 7881,97-15,196
00000000-0000-0000-9A1B-01C700065A52,637274,Store,JAC,LEE GUNJAE,1200,7-ELEVEN STORE 22101G,202-15,196
00000000-0000-0000-6A96-AD7F61DC4E61,630808,Store,A,AGGARWAL PROMILA,500,TAJ MAHAL GROCERY,39-13,196
00000000-0000-0000-7EFD-2CEC233D18F9,740431,Store,A,M&J DISCOUNT CORP,800,VARIEDADES GABRIEL,781,1019
00000000-0000-0000-C186-1AAE37B9CEEE,705682,Store,JAC,DKA FOOD CORP,11000,SHOP FAIR,1125,894
00000000-0000-0000-30E7-7FA716E958DE,720369,Store,JAC,BOLLA OPERATING CORP,1500,KINGS KNAPP MOBIL,2402,894
00000000-0000-0000-BB4E-1AF1371A01D2,732254,Store,JAC,7-ELEVEN INC,1100,A PLUS  40196H,57,834
00000000-0000-0000-33E4-FBD5EFF0799E,744792,Store,JAC,AZIZ DELI CORP,1800,AZIZ DELI,3448,749
00000000-0000-0000-8969-430631026769,480268,Store,JAC,SHLOIMY & MOSHE INC,12000,LANDAUS,2,660
00000000-0000-0000-607F-4A5D4AAB38F8,713399,Store,JAC,COPPER HORSE COFFEE ROASTERS LLC,1000,COPPER HORSE COFFEE ROA,2027,714
00000000-0000-0000-0069-1866E3C71F73,745327,Store,JAC,EBEN-EZER CONVENIENCE STORE INC,0,EBEN-EZER CONVENIENCE S,4121,894
00000000-0000-0000-299E-476E0FD98483,751170,Store,JAC,2421 GARY UPTOWN WHOLE FOODS LLC,2300,UPTOWN WHOLE FOODS,2421,749
00000000-0000-0000-0F78-F0A101A22F2F,755563,Store,JAC,FOXY SOX LLC,3000,PARKVIEW DELI,2202,300
00000000-0000-0000-FB5A-EDC0077E5AE2,755211,Store,JAC,725 COMMACK GROCERS LLC,0,GALA FOODS,725,1019
00000000-0000-0000-8A64-E192F4EB2319,638054,Store,A,HESS MART INC,0,HESS  32511,80-07,196
00000000-0000-0000-E935-78087D8C2B58,734958,Store,A,JIA FENG FOOD CORP,2000,JIA FENG FOOD,5716,894
00000000-0000-0000-F9C8-2733649E24A3,616902,Store,JAC,902 NOSTRAND AVENUE CORP,0,902 NOSTRAND AVENUE,902,894
00000000-0000-0000-0AC4-B0582C096B07,741973,Store,JAC,CASTLETON GROCERY & GRILL INC,2000,CASTLETON GROCERY & GRI,1078,585
00000000-0000-0000-D2E1-11A751D2D814,728553,Store,A,DOLLAR TREE STORES INC,0,DOLLAR TREE  07024,152,60
00000000-0000-0000-FFA0-F00F2E9BADE9,752907,Store,JAC,ZAK MINI MART CORP,0,ZAK MINI MART,338,894
00000000-0000-0000-203D-334FA1E42286,641245,Store,JABC,K&N BAGEL INC,3000,BAGELS BY THE BAY,1235,585
00000000-0000-0000-2B02-26523D1FBB15,400005,Store,A,WRIGHTS SPORTING GOODS MARINE INC,300,DOCKIN SHOP THE,511,320
00000000-0000-0000-A3A1-7839F684C076,629223,Store,JAC,TOUBA AFRICAN MARKET DRESS FLAVOR,1800,TOUBA AFRICAN MKT DRESS,84,749
00000000-0000-0000-327E-529BD4BC6BF7,472248,Store,JABC,KING KULLEN GROCERY CO INC,40000,KING KULLEN 51,6233,1017
00000000-0000-0000-21C1-1533476F5D8A,410146,Store,JAC,STEWARTS SHOPS CORP,2000,STEWARTS SHOP 345,1456,995
00000000-0000-0000-48B7-D571432BBFC2,473524,Store,JAC,NOLDOS DELI CORP,3500,NOLDOS DELI & GROCERY,216,1023
00000000-0000-0000-CFF4-E78F941EEB49,705817,Store,JAC,CRUSHED OLIVE OF SAYVILLE INC,1000,CRUSHED OLIVE,31,1019
00000000-0000-0000-EA71-13837A1B6AD3,749960,Store,JAC,UNIK GOURMET INC,0,UNIK GOURMET,1549,894
00000000-0000-0000-E641-C336796DFCAC,749163,Store,JAB,WINNER BK LLC,2000,WINNER BK,367,894
00000000-0000-0000-A169-8CEC14962A1A,350252,Store,A,DOLGEN NEW YORK LLC,8000,DOLLAR GENERAL  11152,952,246
00000000-0000-0000-5548-11E76C8AA27A,728139,Store,JAC,CHOCOLATIER MATISSE INC,1600,CHOCOLATIER MATISSE 04/,32,530
00000000-0000-0000-79BC-0119105BB70F,749747,Store,JAC,PRECISE CUTS DELI CORP,1000,PRECISE CUTS DELI,346,307
00000000-0000-0000-1580-A06072589792,745743,Store,JAC,VALENTINA DELI & GROCERY INC,0,VALENTINA DELI & GROCER,241,894
00000000-0000-0000-1320-DA329F1F2F56,742185,Store,JAC,CHESTNUT MARTS INC,3500,CHESTNUT MARTS,1417,421
00000000-0000-0000-5EBF-0C24291CAA3E,727302,Store,A,RAJA BROTHERS INC,3000,786 FOOD MART,2010,894
00000000-0000-0000-3C56-D8D143E80E7D,742110,Store,A,FATHEMA INC,1000,BLIMPIE/FATHEMA SNACKS,2200,307
00000000-0000-0000-FF9D-CF72D7CECC00,724186,Store,JAC,MAYIMBE DELI GROCERY INC,0,MAYIMBE DELI GROCERY,547,962
00000000-0000-0000-28A5-DF22D646895B,717967,Store,A,CASTLE HILL DISCOUNT CENTER INC,700,CASTLE HILL DISCOUNT CE,917,307
00000000-0000-0000-F47D-90A50DB216D8,250111,Store,JACW,CRITZ FARMS INC,2200,CRITZ FARMS BREWING & C,3232,165
00000000-0000-0000-20B9-05D95E5C5746,640965,Store,JAC,SHIN KYUNG HO,800,LUCKY DELI&GROCERY,1200,585
00000000-0000-0000-8F99-62E1E1D5E52C,741176,Store,JAC,CHESTNUT MARTS INC,0,CHESTNUT MARTS (69 THEO,69,953
00000000-0000-0000-DC71-4F0661CA2602,714598,Store,JAC,ESPUMA DELI GROCERY CORP,800,VIANNELY DELI GROCERY,305,894
00000000-0000-0000-4685-7117AB1C9DE4,708565,Store,A,RICKS FEED & FUEL LLC,1500,RICKS FEED & FUEL,8413,109
00000000-0000-0000-5CAD-9284BA02E4BD,551174,Store,A,WC KING ENTERPRISES INC,300,KINGS SHELL SERVICE STA,160,957
00000000-0000-0000-3E4D-F71381586964,746791,Store,JAC,KINGSTAR GOURMET GROCERY CORP,1400,KINGSTAR GOURMET GROCER,56-05,196
00000000-0000-0000-E5BB-C8943550750A,738919,Store,JAC,TROYER CRIST,600,HERITAGE PASTRIES,329,269
00000000-0000-0000-8D96-D3FA88BC97D3,755635,Store,JAC,LAKE SIDE ONE STOP INC,0,LAKE SIDE ONE STOP,646,103
00000000-0000-0000-7FEE-CA76CE508B38,310669,Store,A,DOLLAR TREE STORES INC,8500,DOLLAR TREE 1407,3873,703
00000000-0000-0000-D785-BB1CD095E814,721566,Store,JAC,APPLEWOOD WINERY LLC,1900,APPLEWOOD ORCHARDS STOR,82,885
00000000-0000-0000-2BB6-A1A3412D7B99,744510,Store,JAC,AMIRA HALAL MEAT INC,3000,AMIRA HALAL MEAT,2201,894
00000000-0000-0000-3E91-6FED9D48D761,755577,Store,JAC,STOP 77 DELI CORP,0,STOP 77 DELI,7625,894
00000000-0000-0000-C6EF-F7136FB5C2DF,745149,Store,JAC,GRAB & GO CONVENIENCE LLC,0,HALAL FOOD BAZAAR FARME,3370,60
00000000-0000-0000-357E-BBFC6E4B7752,743880,Store,JAC,BOGOPA WESTBURY LLC,0,FOOD BAZAAR,1258,62
00000000-0000-0000-2B0D-48450E85A306,734899,Store,JAC,JHOAN & BROTHER DELI GROCERY CORP,1400,JHOAN & BROTHER DELI GR,759,894
00000000-0000-0000-2CA8-F9FB91575280,754520,Store,JABC,HOMEPLATE SBC INC,1200,SUGAR BUTTER CHOCOLATE,1413,894
00000000-0000-0000-6C88-159F3C4C7459,552675,Store,JAC,G23 ENTERPRISES INC,800,SUNOCO A-PLUS,314,952
00000000-0000-0000-8794-18C1BFB69427,756032,Store,JAC,ITO INC,0,TIKKA,66,749
00000000-0000-0000-B7CF-3C6F106CB1D0,727842,Store,A,FAMILY DOLLAR STORES OF NY INC,0,FAMILY DOLLAR  30878,1723,956
00000000-0000-0000-8DF7-C41FCE857473,615350,Store,JABCH,A&L MONTENEGRO CORP,3400,STELLA DISICILIA BAKERY,217,894
00000000-0000-0000-4F16-85C8CB1A78E5,753466,Store,JAC,COPENHAGEN MARIA,0,PERENNIAL PROVISIONS,1492,549
00000000-0000-0000-68DD-C8276C7CDBCA,740764,Store,JAC,OCEANSIDE OWNERS LLC,0,HERO BEACH CLUB,626,1021
00000000-0000-0000-BD49-CE9B99BE99FE,722911,Store,JAC,GURU TEG HOLDING INC,0,MAHARAJA FARMERS MARKET,265,59
00000000-0000-0000-481D-3CF15E00C892,715524,Store,JAC,SUPER SHIELD FOOD MART INC,0,SHELL,68,532
00000000-0000-0000-C2EF-DA18E97F8E18,702294,Store,JAC,MIDDLE EASTERN GROCERY CORP,1000,MIDDLE EASTERN GROCERY,25-12,196
00000000-0000-0000-7707-63C3873DA3F1,050104,Store,A,KPH HEALTHCARE SERVICES  INC.,10500,KINNEY DRUGS 63,187,87
00000000-0000-0000-0410-95980DF0EFC8,751349,Store,JAC,ROCKAWAY BLVD GROCERY INC,1000,ROCKAWAY BLVD GROCERY,158-02,196
00000000-0000-0000-5DBA-E6B2F6403E56,746166,Store,JAC,EL NUEVO TAMARINDO DELI GROCERY C,1500,EL NUEVO TAMARINDO DELI,1729,894
00000000-0000-0000-821E-9424BFF5AF9B,160023,Store,JAC,STEWARTS SHOPS CORP,2800,STEWARTS SHOP 137,195,189
00000000-0000-0000-8407-A1B6700C5E41,716978,Store,JAC,TOP BROTHERS DELI & GROCERY CORP,1500,TOP BROTHERS DELI & GRO,397,962
00000000-0000-0000-9694-C195259447E1,719140,Store,JAC,79TH ST GOURMET AND DELI INC,1500,79TH ST GOURMET AND DEL,7818,894
00000000-0000-0000-F45B-F3F4D66FB99C,736350,Store,JAC,G&G FUEL CORP,0,JN CONVENIENCE & DELI,4125,59
00000000-0000-0000-6C52-6BA3D8B715AB,739383,Store,JAC,ALAMBRIA SPRINGS FARM LLC,0,HEARTSTONE ARTISAN BAKE,11,165
00000000-0000-0000-32C2-5DBB2488D3D0,732177,Store,JAC,BATTERY PLACE MARKET CORP,1200,BATTERY PLACE MARKET,77,749
00000000-0000-0000-0050-B53CE6A3AD01,735464,Store,JAC,TORTILLERIA OAXACA II INC,6000,TORTILLERIA OAXACA II,57,585
00000000-0000-0000-BC87-60ECF7747002,727933,Store,JAC,REID STORES INC,2000,CROSBYS 40071,131,402
00000000-0000-0000-8330-3F0E73D4DCAE,608587,Store,JAC,EL REY DELI GROCERY LLC,1800,EL REY DELI GROCERY,3002,307
00000000-0000-0000-0968-572CD9DB9A96,743184,Store,JAC,NASSAU NATURAL CORP,0,GOURMET DELI DELIGHT,101,894
00000000-0000-0000-BC12-CCDE08BE8D0F,624065,Store,A,CHIN DAN KWEI&MEE LUN,200,MEE LUN CO,61B,749
00000000-0000-0000-F01E-971CDA1AE0A1,749036,Store,JAC,U AND P DELI & GROCERY INC,0,NINOS CONVENIENCE,185,585
00000000-0000-0000-8D96-5ACFD744EA4D,551828,Store,JAC,ANS SEAFOOD INC,75,ANS SEAFOOD @ KEYFOOD,35,963
00000000-0000-0000-9491-355B818A86A3,735926,Store,JAC,ALVA GROCERY CORP,1500,ALVA GROCERY,105-44,196
00000000-0000-0000-5B1C-7EF14F0E98D2,470525,Store,JAC,JOES ITALIAN FOOD MARKET INC,3700,JOES ITALIAN FOOD MKT,997,1023
00000000-0000-0000-32E8-DF7AA52DF19D,739497,Store,JAC,ESSENTIALLY WELL OILED LLC,700,ESSENTIALLY WELL OILED,8348,296
00000000-0000-0000-AEC3-E788B4722F34,708845,Store,JAC,BOLLA OPERATING CORP,3000,KINGS CONDUIT C-STORE,463,894
00000000-0000-0000-28F3-DA3A2E2B59A5,410369,Store,A,OCEAN STATE JOBBERS INC,28000,OCEAN STATE JOB LOT 501,2035,999
00000000-0000-0000-7F0C-DF848397D9DA,720098,Store,A,FA GROCERY INC,0,FA GROCERY,733,1017
00000000-0000-0000-453A-3CF81AF744EF,714405,Store,A,DOLLAR TREE STORES INC,8000,DEALS  5747,34-45,196
00000000-0000-0000-BB20-93E26F7ECBBD,716150,Store,JAB,ONE GIRL COOKIES LTD,3200,ONE GIRL COOKIES,254,894
00000000-0000-0000-213D-58E36E83B2FD,740436,Store,JAC,A PLUS CONVENIENCE STORES INC,2000,7 ELEVEN 35179A,7610,159
00000000-0000-0000-2D25-6C24D9ABB086,140170,Store,JAC,WOODLAWN DELI INC,3200,WOODLAWN DELI,3306,289
00000000-0000-0000-427F-74638DF3FF67,725962,Store,A,WHITE PLAINS SUPER DISCOUNT INC,2500,DOLLAR POWER,1,307
00000000-0000-0000-A081-4BC314A278D1,320051,Store,JABC,LITTLE COUNTRY STORE INC,1800,LITTLE COUNTRY STORE,3421,806
00000000-0000-0000-FEE6-457DE5DFE480,737594,Store,JAC,WAHEGURU ENTERPRISES INC,1100,7 ELEVEN STORE  11223A,166,1019
00000000-0000-0000-C99A-578335658DDC,725054,Store,JAC,MALEJO DELI GROCERY CORP,3800,MALEJO DELI GROCERY,592,307
00000000-0000-0000-F7E3-5492DBA7B743,619455,Store,JABC,EMPIRE SUPERMARKET INC,200000,KEY FOOD 1368,2066,894
00000000-0000-0000-7DC9-518C404D45A0,754342,Store,JAC,SAFAA IMPORT INC,500,SAFAA IMPORT,1188,894
00000000-0000-0000-84BB-399FC4BE86A3,751714,Store,A,DOORDASH ESSENTIALS LLC,0,DASHMART (W 25TH),152,749
00000000-0000-0000-87D1-578B53376576,552169,Store,JAC,PANCHO GROCERY CORP,1500,PANCHO GROCERY,223-225,952
00000000-0000-0000-273B-3BFBD9EB2657,745174,Store,A,691 FRANKLIN AVE INC,16000,99 CENTS ALWAYS PLUS,691,62
00000000-0000-0000-97CC-0ADA84331699,530111,Store,JABC,MARTINS FOODS OF S BURLINGTON LLC,35000,HANNAFORD 8395,3758,719
00000000-0000-0000-24AF-887D66FB860D,600477,Store,JAC,GREEN OCEAN FISH MARKET CORP,1200,GREEN OCEAN FISH MARKET,67,307
00000000-0000-0000-400E-F1097FE79EC3,733503,Store,A,NEW MEI MINI MARKET INC,1000,NEW MEI MINI MARKET,1693,894
00000000-0000-0000-75D3-1DED97D27A59,550143,Store,JABHK,A&M BRONX BAKING INC,10000,A&M BAKERY,22,962
00000000-0000-0000-61AB-586D9B55109A,611310,Store,JAC,ROSARIO JOSE A,1000,FOOD CENTER GROCERY,358,894
00000000-0000-0000-BE90-AC6D00A5CAC9,720473,Store,JAC,NEW LEADER HELAL MEAT II CORP,2000,NEW LEADER HELAL MEAT I,6720,894
00000000-0000-0000-4BE9-60818E8E7071,609010,Store,JAC,E FLYING EAGLE CORP,1000,IZZY'S GOURMET DELI,3001,307
00000000-0000-0000-5DAF-61397ED18333,750382,Store,JAC,ELMHURST DELI & JUICE BAR CORP,1000,ELMHURST DELI & JUICE B,80-03,196
00000000-0000-0000-5DA3-CF2091F8C6AC,708933,Store,JAC,THE ROGUE CARROT,1200,ROGUE CARROT THE,14,474
00000000-0000-0000-B4EE-1E70DCC99BF0,551812,Store,A,BUY BUY BABY INC,35000,BUY BUY BABY,1019,974
00000000-0000-0000-B7D7-C8D19E919F07,632685,Store,JADK,SIEB DISTRIBUTORS INC,2500,SIEB DISTRIBUTORS,418,196
00000000-0000-0000-060D-CFF144E86EE2,370125,Store,JACDHK,ACE ENDICO CORP,99000,ACE ENDICO,80,98
00000000-0000-0000-B5A0-894ADCB8A67E,148630,Store,JABC,UNITED REFINING CO OF PA INC,1500,KWIK FILL A0035,5835,286
00000000-0000-0000-0D8A-B6EB0E1D3931,110046,Store,JABC,PRICE CHOPPER OPERATING CO INC,68000,PRICE CHOPPER 178,854,777
00000000-0000-0000-7A46-6736A30899C9,720687,Store,JAC,SPEEDWAY LLC,3700,SPEEDWAY  07740,162,780
00000000-0000-0000-8216-147251A13028,719173,Store,JAC,GREEN MOUNTAIN GROCERY & DELI LLC,0,169 GOURMET DELI,169,307
00000000-0000-0000-EB2F-6604AAE6ACD7,290455,Store,JAW,SCHULZE VINEYARDS&WINERY LLC,4200,SCHULZE VINEYRDS&WINERY,2090,161
00000000-0000-0000-AEEA-29CD23AA06B7,474172,Store,A,CVS ALBANY LLC,4000,CVS PHARMACY  5372,503,1022
00000000-0000-0000-2931-0142C3B33349,730611,Store,JAC,JRM DELI GROCERY CORP,1500,JRM DELI GROCERY,98,894
00000000-0000-0000-CB64-F8F9D3B2C3D6,268279,Store,JABC,TOPS MARKETS LLC,0,TOPS 418,3507,548
00000000-0000-0000-DC1E-7647C47270FA,283773,Store,JAC,FAST GASOLINE STATION INC,700,PETRO CONVENIENCE STORE,4305,62
00000000-0000-0000-2444-EDB4C437C8E1,604323,Store,JAC,RODRIGUEZ SINOCENCIO,1000,EL KIOSCO GROCERY,1814,307
00000000-0000-0000-963E-2438014259D1,740763,Store,JAC,UNITY FAMILY LLC,0,SOUL JAM GRILL,480,894
00000000-0000-0000-AA39-47C2BE164706,261674,Store,JAC,MER OF ROCHESTER LLC,2000,TRIANOS MEATS,620,548
00000000-0000-0000-4311-A56D64413A5A,725045,Store,JAC,R.J. DELI GROCERY CORP,1000,R.J. DELI GROCERY,635,749
00000000-0000-0000-D691-2BBD17FA7230,142568,Store,JAC,PRRC INC,44000,PRICE RITE,250,300
00000000-0000-0000-C57A-AB86FF3B8E20,744015,Store,JAC,ALEGRIA GROCERY DELI CORP,1000,ALEGRIA GROCERY DELI,1797,894
00000000-0000-0000-7F15-1387C47A7FBA,410206,Store,A,DOLGEN NEW YORK LLC,1500,DOLLAR GENERAL  8576,772,1011
00000000-0000-0000-9DD1-2057FD5F2B93,472964,Store,A,GENOVESE DRUG STORES INC,2000,RITE AID 10642,695,1020
00000000-0000-0000-8B3E-F5847A9ED279,635432,Store,JAC,23-34 94TH STREET GROCERY CORP,3000,23-34 94TH ST GRCY,23-34,196
00000000-0000-0000-E8B1-6E7109CB64D5,731664,Store,JAC,ZEE DELI&GRILL CORP,2500,ZEE DELI&GRILL,373,894
00000000-0000-0000-C760-A89FE2076A98,718669,Store,JAC,48TH STREET DELI & GROCERY INC,700,48TH STREET DELI & GROC,4802,196
00000000-0000-0000-ECBF-02BF80EE047E,141669,Store,A,ECKERD CORP,1500,RITE AID 10813,8079,293
00000000-0000-0000-CD8B-5A9C3F875A36,150143,Store,A,BISHT RAJE,1000,LEWIS TRUCK STOP,234,441
00000000-0000-0000-0713-3E9ED33EE798,732538,Store,A,WALGREEN EASTERN CO INC,14000,WALGREENS  17204,170,778
00000000-0000-0000-F675-2C51F50B4F3C,425012,Store,JAC,CUMBERLAND FARMS INC,2500,CUMBERLAND FARMS 1540,1269,105
00000000-0000-0000-CC57-93531D103944,474619,Store,A,CVS ALBANY LLC,0,CVS PHARMACY  8392,742,1014
00000000-0000-0000-86CC-D79987A232CB,410198,Store,JAC,FRIENDLY FUEL STOPS INC,600,FRIENDLY GETTY,54,994
00000000-0000-0000-CA8F-74A660F2F434,745888,Store,A,31 NAH CANDY CORP,0,31 NAH CANDY,31,749
00000000-0000-0000-B0F3-9D4E26ECDE2E,746481,Store,JAC,COUNTRY SIDE GROCERIES LLC,3000,COUNTRY SIDE GROCERIES,2500,89
00000000-0000-0000-B35D-414599419C7A,724376,Store,JAC,LOUGHTALT INC,1500,SEANS QUALITY DELI,4273,307
00000000-0000-0000-F525-B25731AF3218,639657,Store,JAC,107 DELI GROCERY CORP,1000,107 DELI GROCERY,107-05,196
00000000-0000-0000-6E68-BDED8ED75D8A,479870,Store,JAC,KERRIS KANDIES INC,2000,KERRIS KANDIES,2160,1022
00000000-0000-0000-47A2-7C1B67295ABB,730639,Store,JAC,KARTER'S GROCERY & DELI INC,1200,KARTER'S GROCERY & DELI,350,894
00000000-0000-0000-3A2E-5DCAC40CCD8D,010601,Store,JAC,A&S BROTHERS INC,1400,MEGA MART,1560,834
00000000-0000-0000-6A72-7B624C9635B2,742567,Store,JAC,SALINA MEATS & GROCERY LLC,2000,SALINA MEATS & GROCERY,854,687
00000000-0000-0000-896D-9EC3B8B1E7D6,629353,Store,JAC,THOMPSON FINEST DELI CORP,1000,THOMPSON DELI,20,749
00000000-0000-0000-42C6-0F1675AB9D43,718779,Store,JAC,SANNU GAS INC,0,SCHENECTADY VALERO M&M,3300,832
00000000-0000-0000-1AAB-653767D81D8A,735152,Store,A,AMAZING TOP CHOICE 99&UP SPMKT IN,1500,AMAZING TOP CHOICE 99,966,894
00000000-0000-0000-6A79-918FA6085DF6,725364,Store,JAC,SETAUKET SEAFOOD INC,1200,SETAUKET SEAFOOD,230,1022
00000000-0000-0000-9C6C-BA1533F90194,350208,Store,JAC,MARSHALL BROTHERS INC,1362,PIT STOP  17,433,247
00000000-0000-0000-05DA-5C9E6E65EA9F,633478,Store,JABCK,JR BAKERY INC,1000,AMARA,111-03,196
00000000-0000-0000-30C0-8088F99C64A1,746960,Store,JAC,LWIN FAMILY CO LLC,0,HISSHO SUSHI@STOP&SHOP,25,952
00000000-0000-0000-27BB-4830534F46D7,755918,Store,JAC,Z SANCHEZ CHICHARRONES LLC,0,Z SANCHEZ CHICHARRONES,1381,307
00000000-0000-0000-0961-250133BA881D,605080,Store,A,CVS ALBANY LLC,2500,CVS PHARMACY 07066,565,307
00000000-0000-0000-A3BC-27ADB962D8DE,629208,Store,JAC,82ND STREET GROCERY INC,1800,82ND STREET GROCERY,454,749
00000000-0000-0000-7D54-4856C9B58C5C,717787,Store,A,26 TOBACCO SHOP CORP,0,26 TOBACCO SHOP,26,749
00000000-0000-0000-2753-436259904D48,754357,Store,JAC,AMA FOOD MARKET INC,0,AMA FOOD MARKET,321,287
00000000-0000-0000-2CDD-E92C6B6D6FC8,740018,Store,JAC,R&K 61 CORP,1200,VILLAGE DELI,61,62
00000000-0000-0000-5169-4956F4C4AF83,090240,Store,A,DOLGEN NEW YORK LLC,7100,DOLLAR GENERAL  10345,3073,5
00000000-0000-0000-2C1A-64D0D1C7064B,711093,Store,A,N&S GOURMET DELI & GROCERY CORP,1000,N&S GOURMET DELI & GROC,1250,894
00000000-0000-0000-C5AA-0C519F48157F,720464,Store,JAC,MIKE SUSHI INC,0,MIKE SUSHI,2141,971
00000000-0000-0000-3381-7A3216E86890,141148,Store,JAC,BIG PASHA MINI MARKET LLC,3000,BIG PASHA MINI MARKET,418,300
00000000-0000-0000-0746-05E48E0341F7,714936,Store,JAC,PACOS DELI & GROCERY CORP THE,2000,THE PACOS DELI & GROCER,235,585
00000000-0000-0000-D6B2-3602A77ACE55,732340,Store,JAC,AYMAN GOURMET DELI INC,1600,AYMAN GOURMET DELI,361,894
00000000-0000-0000-FC80-E4DC0D0053AA,460119,Store,JABC,WAL-MART STORES EAST LP,157000,WAL-MART SUPER CTR 2992,3217,36
00000000-0000-0000-00FA-905C8A78B06A,400187,Store,A,KPH HEALTHCARE SERVICES  INC.,14000,KINNEY DRUGS 16,40,339
00000000-0000-0000-DBF8-D173A678323A,750972,Store,A,SOUTH AVE STORE INC,0,SOUTH AVE STORE,1907,687
